stock_code,abc_class,cluster_label,cluster_name,pick_frequency,monthly_velocity,total_sales
84396,B,1,B-Group (Medium),49,184.0,1380.52001619339
84029C,B,1,B-Group (Medium),49,102.5,773.970005989075
21222,C,1,B-Group (Medium),49,28.0,391.419999837875
79190A,C,1,B-Group (Medium),49,31.0,156.729996323586
21285,B,1,B-Group (Medium),49,52.4545454545454,842.819974899292
82011C,C,1,B-Group (Medium),48,6.9090909090909,408.129997730255
21850,C,1,B-Group (Medium),48,28.3636363636363,557.369995355606
20997,C,1,B-Group (Medium),48,11.0,534.179988861084
84762B,B,1,B-Group (Medium),48,11.3,837.769992828369
21455,C,1,B-Group (Medium),48,30.7777777777777,266.230004429817
85135A,C,1,B-Group (Medium),48,6.0,531.989986419678
47504E,B,0,A-Group (Fast),48,398.8181818181818,931.860025882721
21530,C,1,B-Group (Medium),48,13.6363636363636,485.750002145767
85113,C,1,B-Group (Medium),48,31.6666666666666,591.659981250763
79030G,B,1,B-Group (Medium),48,24.5454545454545,600.759997367859
21127,B,1,B-Group (Medium),48,42.4285714285714,998.029981613159
22597,B,0,A-Group (Fast),48,247.5,779.220025777817
10134,B,1,B-Group (Medium),48,54.2727272727272,686.129981040955
90129A,C,1,B-Group (Medium),48,8.8181818181818,189.719999194145
22511,C,1,B-Group (Medium),48,16.25,483.720003128052
21538,B,1,B-Group (Medium),48,130.1,1898.25999975204
85033S,C,1,B-Group (Medium),48,23.3636363636363,316.70000231266
85034A,B,1,B-Group (Medium),48,27.0,1226.1299905777
72529W,B,1,B-Group (Medium),48,46.5,923.049996376038
20802,C,1,B-Group (Medium),48,24.3636363636363,529.479989647865
84795B,B,1,B-Group (Medium),48,10.6363636363636,957.729976654053
72803A,B,1,B-Group (Medium),48,14.0,667.340000152588
84356,B,1,B-Group (Medium),48,31.7,1584.33997344971
35599D,C,1,B-Group (Medium),48,9.1818181818181,456.289998292923
22344,C,1,B-Group (Medium),48,29.090909090909,311.280005693436
82616C,C,1,B-Group (Medium),48,27.1818181818181,497.870000123978
22096,C,1,B-Group (Medium),48,23.9090909090909,307.269997239113
85121B,B,1,B-Group (Medium),48,12.2857142857142,936.739994049072
84899F,C,1,B-Group (Medium),48,10.5454545454545,179.619999170303
22896,B,1,B-Group (Medium),48,203.5,955.379971027374
21378,C,1,B-Group (Medium),48,36.090909090909,473.009992361069
21007,B,1,B-Group (Medium),48,192.7,914.669998168945
21352,B,1,B-Group (Medium),48,36.9090909090909,1109.9000120163
22894,B,1,B-Group (Medium),47,109.0,1784.96000862122
22116,C,1,B-Group (Medium),47,22.0,465.760002613068
21403,C,1,B-Group (Medium),47,37.3636363636363,179.039994925261
20855,C,1,B-Group (Medium),47,14.2,234.299996614456
75131,B,1,B-Group (Medium),47,63.4545454545454,963.140011787415
84660C,C,1,B-Group (Medium),47,6.1818181818181,352.229998111725
22446,C,1,B-Group (Medium),47,20.25,559.799984931946
47594A,C,1,B-Group (Medium),47,19.5454545454545,437.510010480881
21520,C,1,B-Group (Medium),47,38.9090909090909,186.509995609522
20707,B,1,B-Group (Medium),47,103.0,754.029990434647
22807,B,1,B-Group (Medium),47,165.0,947.340001344681
51008,A,1,B-Group (Medium),47,168.0,5870.60008811951
85221,B,0,A-Group (Fast),47,593.0,1685.45998311043
85167B,B,1,B-Group (Medium),47,54.8181818181818,1240.65000724792
21091,B,0,A-Group (Fast),47,3425.0,1868.70002067089
79071B,C,1,B-Group (Medium),47,10.7777777777777,297.990003824234
21817,C,1,B-Group (Medium),47,46.1818181818181,433.420011997223
17096,B,0,A-Group (Fast),47,334.9090909090909,656.380002871156
82585,C,1,B-Group (Medium),47,41.0,235.899996042252
72799F,B,1,B-Group (Medium),47,77.7272727272727,1323.33000278473
21842,B,1,B-Group (Medium),47,137.75,1308.73996186256
84968D,A,1,B-Group (Medium),47,27.0,3502.73996543884
22890,A,1,B-Group (Medium),46,228.0,2087.62998104095
20758,B,0,A-Group (Fast),46,455.6363636363636,651.960010409355
21678,C,1,B-Group (Medium),46,39.5454545454545,300.940004646778
22941,A,0,A-Group (Fast),46,392.0,3144.96002197266
22708,B,0,A-Group (Fast),46,405.0,786.499986797571
85162C,B,1,B-Group (Medium),46,129.1428571428571,1841.70004439354
35991,C,1,B-Group (Medium),46,32.5454545454545,213.599997609854
22815,C,0,A-Group (Fast),46,270.5,233.649995803833
22407,C,1,B-Group (Medium),46,40.875,398.069994449615
37508,C,1,B-Group (Medium),46,9.8888888888888,229.569995880127
84972L,C,1,B-Group (Medium),46,14.625,462.150005578995
21026,C,1,B-Group (Medium),46,22.090909090909,332.189999103546
35653,C,1,B-Group (Medium),46,11.9090909090909,425.320003986359
21198,C,1,B-Group (Medium),46,22.0,445.679992556572
21813,B,1,B-Group (Medium),46,14.6363636363636,882.889976501465
72800A,B,1,B-Group (Medium),46,112.3333333333333,743.260005950928
84620,B,1,B-Group (Medium),46,10.2727272727272,699.00997877121
85096,C,1,B-Group (Medium),45,11.6363636363636,514.829998970032
72789,C,1,B-Group (Medium),45,11.090909090909,461.530000209808
21134,B,1,B-Group (Medium),45,34.1818181818181,644.789991974831
35923,C,1,B-Group (Medium),45,16.0,265.719999313354
22043,C,1,B-Group (Medium),45,72.8181818181818,248.189993798733
16169P,C,1,B-Group (Medium),45,152.2727272727272,502.24998742342
90134,C,1,B-Group (Medium),45,5.7272727272727,186.780002117157
21417,C,1,B-Group (Medium),45,13.8181818181818,366.769990205765
85230F,B,1,B-Group (Medium),45,224.0,597.439982056618
21043,B,1,B-Group (Medium),45,15.7272727272727,702.999991893768
22686,C,1,B-Group (Medium),45,109.0,432.689999818802
22854,B,1,B-Group (Medium),45,120.5,1166.8299703598
21664,B,1,B-Group (Medium),45,13.9090909090909,650.730000972748
85211,C,1,B-Group (Medium),45,12.8181818181818,264.12999689579
21477,A,1,B-Group (Medium),45,68.25,3248.93997001648
72267,C,1,B-Group (Medium),45,66.25,530.159990787506
84509F,A,0,A-Group (Fast),45,252.7272727272727,2452.3499994278
85204,C,1,B-Group (Medium),45,26.1818181818181,125.459996819496
90005A,C,1,B-Group (Medium),45,8.0,180.409998893738
22124,C,1,B-Group (Medium),45,12.2727272727272,409.310003519058
37476,B,1,B-Group (Medium),45,14.9090909090909,1523.25002861023
21289,B,1,B-Group (Medium),45,67.9090909090909,714.289997339249
22337,B,1,B-Group (Medium),44,118.1818181818181,768.249999642372
20897,C,1,B-Group (Medium),44,20.5454545454545,491.410000562668
85179B,B,1,B-Group (Medium),44,22.2727272727272,1051.95000219345
72801C,C,1,B-Group (Medium),44,57.8,394.659992694855
22609,B,1,B-Group (Medium),44,134.3333333333333,1039.8000279665
84469,A,1,B-Group (Medium),44,166.0,2249.41002845764
22389,C,1,B-Group (Medium),44,37.5,578.509992837906
37492B,B,1,B-Group (Medium),44,44.4545454545454,946.719994068146
22396,B,1,B-Group (Medium),44,75.75,717.959986925125
47310M,C,1,B-Group (Medium),44,28.3636363636363,398.159988880157
21185,B,1,B-Group (Medium),44,16.5,876.289986133575
35968,C,1,B-Group (Medium),44,41.2727272727272,211.159997463226
35951,B,1,B-Group (Medium),43,117.7272727272727,688.49999332428
20616,C,1,B-Group (Medium),43,7.4545454545454,184.699995994568
82616B,C,1,B-Group (Medium),43,18.7272727272727,388.700001239777
84762C,B,1,B-Group (Medium),43,17.5,761.249990463257
22393,B,1,B-Group (Medium),43,36.125,651.129987001419
21200,C,1,B-Group (Medium),43,20.0,400.899993658066
21223,C,1,B-Group (Medium),43,98.4,587.079988241196
20933,B,1,B-Group (Medium),43,43.8181818181818,1258.4400177002
20913,B,1,B-Group (Medium),43,157.0,898.719993591309
79302m,B,1,B-Group (Medium),43,19.9090909090909,647.43999505043
20775,B,0,A-Group (Fast),43,344.9,656.640018463135
84849A,C,1,B-Group (Medium),43,24.5454545454545,448.750012636185
82607C,C,1,B-Group (Medium),43,28.75,175.609999418259
84535A,C,1,B-Group (Medium),43,69.3333333333333,160.369995236397
85135B,C,1,B-Group (Medium),43,4.8181818181818,432.329992294312
20893,B,1,B-Group (Medium),43,23.0,608.069981098175
21804,B,1,B-Group (Medium),43,21.6363636363636,908.460000514984
20906,C,1,B-Group (Medium),43,8.7272727272727,353.490001916885
46776A,C,1,B-Group (Medium),43,21.8181818181818,582.010000228882
84773,C,1,B-Group (Medium),43,16.0,519.200008392334
90200E,C,1,B-Group (Medium),43,9.090909090909,425.079998016357
21758,C,1,B-Group (Medium),43,7.090909090909,590.879991531372
17039,B,0,A-Group (Fast),43,411.8888888888888,837.879974350333
72800B,B,1,B-Group (Medium),43,69.9090909090909,853.540004253387
35004P,B,1,B-Group (Medium),43,10.9090909090909,646.239994049072
22892,C,0,A-Group (Fast),43,467.0,582.66999578476
20998,C,1,B-Group (Medium),43,10.5454545454545,363.880001068115
72800D,B,1,B-Group (Medium),43,45.3636363636363,676.279996395111
22339,C,1,B-Group (Medium),42,67.3636363636363,484.229982256889
85213,C,1,B-Group (Medium),42,48.7272727272727,476.87000644207
21014,C,1,B-Group (Medium),42,33.0,234.830001115799
16207A,C,1,B-Group (Medium),42,7.5454545454545,260.429998159409
90129E,C,1,B-Group (Medium),42,7.2727272727272,168.030000329018
20653,C,1,B-Group (Medium),42,174.8181818181818,419.810010313988
82553,C,1,B-Group (Medium),42,38.0,237.729999303818
21616,B,1,B-Group (Medium),42,25.9090909090909,993.75
21269,B,1,B-Group (Medium),42,7.2727272727272,739.359996795654
21133,B,1,B-Group (Medium),42,41.0,712.910024166107
84923,C,1,B-Group (Medium),42,6.4444444444444,287.080001831055
21882,C,1,B-Group (Medium),42,28.9090909090909,224.729992747307
85132B,B,1,B-Group (Medium),42,33.7272727272727,1534.03000545502
72128,C,1,B-Group (Medium),42,40.9090909090909,235.779999136925
47367B,C,1,B-Group (Medium),42,10.4545454545454,405.939998626709
72232,C,1,B-Group (Medium),42,195.5454545454545,408.689994871616
72819,B,1,B-Group (Medium),42,40.8181818181818,603.900002479553
72814,B,1,B-Group (Medium),42,20.2727272727272,806.67000246048
90161C,C,1,B-Group (Medium),42,6.9090909090909,380.96999168396
22092,C,1,B-Group (Medium),42,21.1818181818181,232.749999046326
22216,C,1,B-Group (Medium),42,60.7272727272727,596.380013227463
84977,C,1,B-Group (Medium),42,20.090909090909,278.829999923706
20763,C,1,B-Group (Medium),42,17.1818181818181,479.069999933243
20910,B,1,B-Group (Medium),42,8.5454545454545,692.920003890991
47503K,B,0,A-Group (Fast),42,453.8571428571428,1389.44004774094
84033,B,1,B-Group (Medium),41,52.5714285714285,694.069989562035
47562,C,1,B-Group (Medium),41,26.0,390.0
21399,C,1,B-Group (Medium),41,25.8181818181818,588.389984130859
37444C,B,1,B-Group (Medium),41,148.090909090909,610.769986152649
90098,C,1,B-Group (Medium),41,9.0,204.539997577667
20689,B,1,B-Group (Medium),41,53.625,614.099989414215
16169K,C,1,B-Group (Medium),41,145.4545454545454,459.249988943338
22287,B,1,B-Group (Medium),41,78.0,718.889994263649
85136B,C,1,B-Group (Medium),41,4.8181818181818,426.069989204407
21209,C,1,B-Group (Medium),41,20.9090909090909,435.929991841316
20699,C,1,B-Group (Medium),41,16.0,470.849990606308
21503,C,1,B-Group (Medium),41,97.7272727272727,451.499985903502
16046,B,0,A-Group (Fast),41,901.090909090909,1101.09998786449
22706,B,0,A-Group (Fast),41,330.0,644.999988377094
21815,C,1,B-Group (Medium),41,34.5454545454545,568.070017576218
84951B,C,1,B-Group (Medium),41,10.6363636363636,278.849998354912
22504,A,1,B-Group (Medium),41,16.5,2771.41006851196
85198,B,0,A-Group (Fast),41,341.4545454545454,1383.87004852295
85036C,C,1,B-Group (Medium),41,11.5454545454545,523.909997940063
21619,C,1,B-Group (Medium),41,12.9090909090909,536.369999885559
40003,B,1,B-Group (Medium),41,87.5454545454545,1035.67999196053
21319,C,1,B-Group (Medium),41,29.5454545454545,529.820001840591
21350,B,1,B-Group (Medium),40,22.2,638.900006771088
84508B,C,1,B-Group (Medium),40,9.8181818181818,295.699995040894
85215,C,1,B-Group (Medium),40,48.090909090909,401.139986991882
84684,B,1,B-Group (Medium),40,87.0,720.700008630753
21728,A,1,B-Group (Medium),40,37.25,2773.10999774933
21084,C,1,B-Group (Medium),40,28.090909090909,229.169992446899
21268,C,1,B-Group (Medium),40,32.2727272727272,244.019994795322
85097B,C,1,B-Group (Medium),40,11.7777777777777,417.170000076294
84715,B,1,B-Group (Medium),40,19.5454545454545,658.190008878708
22949,B,0,A-Group (Fast),40,417.5,1106.26001214981
22103,B,1,B-Group (Medium),40,42.5454545454545,784.089998483658
22943,A,0,A-Group (Fast),40,523.0,2321.45998001099
90209B,C,1,B-Group (Medium),40,17.5454545454545,368.689994096756
22842,B,1,B-Group (Medium),40,123.0,798.669990539551
46000P,B,1,B-Group (Medium),40,17.0,794.75
72801G,B,1,B-Group (Medium),40,113.6363636363636,703.659986019135
72816,C,1,B-Group (Medium),40,21.1818181818181,321.63999915123
22947,A,1,B-Group (Medium),40,80.5,2393.95004653931
21167,C,1,B-Group (Medium),40,85.3636363636363,234.569997087121
22289,C,1,B-Group (Medium),40,53.7272727272727,591.449996232986
21359,B,1,B-Group (Medium),40,6.7272727272727,1174.39998626709
20932,C,1,B-Group (Medium),40,10.3636363636363,451.190000534058
85129C,C,1,B-Group (Medium),40,26.1818181818181,367.85999917984
84625D,B,1,B-Group (Medium),40,46.6363636363636,609.110013961792
16033,B,0,A-Group (Fast),40,1232.8181818181818,1357.32001995295
21221,C,1,B-Group (Medium),40,17.8181818181818,264.379999399185
21456,C,1,B-Group (Medium),40,63.0,553.829996347427
90013A,C,1,B-Group (Medium),40,5.2727272727272,219.899999141693
85136A,C,1,B-Group (Medium),40,4.7272727272727,425.979989051819
82587,C,1,B-Group (Medium),40,21.3333333333333,166.779998540878
90200A,C,1,B-Group (Medium),39,7.4545454545454,349.03999710083
21275,B,1,B-Group (Medium),39,20.8181818181818,1316.70002174377
22863,B,1,B-Group (Medium),39,125.0,702.060002565384
84687,B,1,B-Group (Medium),39,20.5454545454545,656.060001373291
84951A,C,1,B-Group (Medium),39,13.090909090909,280.569997906685
21000,B,1,B-Group (Medium),39,53.4545454545454,1363.08999848366
47021G,C,1,B-Group (Medium),39,10.8181818181818,210.039999485016
84569B,C,1,B-Group (Medium),39,22.7272727272727,315.019999980927
20936,C,1,B-Group (Medium),39,20.4545454545454,500.130001544952
22814,C,1,B-Group (Medium),39,215.5,183.579996913671
90161D,C,1,B-Group (Medium),39,6.3636363636363,348.269994735718
22252,C,1,B-Group (Medium),39,24.0,357.299998998642
84846A,C,1,B-Group (Medium),39,16.5454545454545,412.099985122681
90082D,C,1,B-Group (Medium),39,7.1818181818181,509.749994277954
21457,C,1,B-Group (Medium),39,62.2222222222222,547.599996328354
84507C,C,1,B-Group (Medium),39,32.6363636363636,438.510003566742
21722,C,1,B-Group (Medium),39,21.1818181818181,215.380005002022
22841,B,1,B-Group (Medium),39,111.0,842.629978179932
16016,B,1,B-Group (Medium),39,92.8181818181818,800.25002682209
85130D,C,1,B-Group (Medium),39,16.6363636363636,321.849995613098
35594,C,1,B-Group (Medium),39,15.0,103.059997856617
37467,C,1,B-Group (Medium),39,7.6363636363636,155.940003275871
85212,C,1,B-Group (Medium),39,29.0,303.750005722046
21553,C,1,B-Group (Medium),39,18.0,581.269990921021
22538,C,1,B-Group (Medium),39,122.875,420.789987534285
17129D,B,0,A-Group (Fast),39,281.25,1351.17997610569
51020B,C,1,B-Group (Medium),38,79.1818181818181,397.549993991852
20769,C,1,B-Group (Medium),38,28.7272727272727,500.349993228912
84007,C,1,B-Group (Medium),38,14.1818181818181,410.569992780685
22700,C,1,B-Group (Medium),38,40.75,479.470004081726
21318,C,1,B-Group (Medium),38,22.9090909090909,435.73999786377
16169C,C,1,B-Group (Medium),38,102.2727272727272,472.49998524785
35015,C,1,B-Group (Medium),38,187.0,133.179997023195
35810B,C,1,B-Group (Medium),38,14.4545454545454,312.109990596771
90129B,C,1,B-Group (Medium),38,7.6363636363636,196.400001168251
21096,A,0,A-Group (Fast),38,1332.7272727272727,2130.61993741989
35598D,C,1,B-Group (Medium),38,56.1818181818181,488.099985122681
85044,B,1,B-Group (Medium),38,13.1818181818181,781.599991798401
84510F,C,1,B-Group (Medium),38,99.9090909090909,432.75001168251
22796,B,1,B-Group (Medium),38,114.0,1093.37998485565
84712B,C,1,B-Group (Medium),38,6.0,519.699992179871
84457,C,1,B-Group (Medium),38,18.3333333333333,166.170002102852
21618,B,1,B-Group (Medium),38,24.4545454545454,957.75
22795,B,1,B-Group (Medium),38,146.0,954.759986877441
22123,C,1,B-Group (Medium),38,10.9090909090909,473.779995918274
22390,B,1,B-Group (Medium),38,58.0,855.219987869263
20759,B,0,A-Group (Fast),38,495.9090909090909,667.830010294914
90214K,C,1,B-Group (Medium),38,6.090909090909,87.25
22510,C,1,B-Group (Medium),38,10.5,332.460000991821
21666,B,1,B-Group (Medium),38,117.6363636363636,786.539998054504
85187,C,1,B-Group (Medium),38,19.2857142857142,248.399995565414
20934,B,1,B-Group (Medium),37,23.4,684.069985389709
20757,B,0,A-Group (Fast),37,470.090909090909,737.950005292892
20935,C,1,B-Group (Medium),37,25.6363636363636,521.380002975464
85039C,C,1,B-Group (Medium),37,19.6363636363636,225.679994702339
20784,A,1,B-Group (Medium),37,9.1818181818181,3570.87002182007
21750,C,1,B-Group (Medium),37,19.7272727272727,452.139985561371
20756,B,0,A-Group (Fast),37,492.0,633.36000931263
20830,C,1,B-Group (Medium),37,21.2727272727272,447.539994239807
21946,C,1,B-Group (Medium),37,47.3636363636363,268.320001006126
22768,B,1,B-Group (Medium),37,89.0,885.549983024597
21694,B,1,B-Group (Medium),37,18.090909090909,602.370008945465
22902,B,1,B-Group (Medium),37,156.0,617.019989967346
84529C,C,1,B-Group (Medium),37,11.1428571428571,414.740001678467
21752,B,1,B-Group (Medium),37,7.7,1244.8099861145
72750B,B,1,B-Group (Medium),37,44.6363636363636,1033.45001888275
21634,B,1,B-Group (Medium),37,69.8181818181818,988.259999275208
21418,C,1,B-Group (Medium),37,10.090909090909,318.629995107651
90013B,C,2,C-Group (Slow),37,4.1818181818181,192.109992980957
84741C,C,1,B-Group (Medium),37,13.8888888888888,255.140006065369
85107,B,1,B-Group (Medium),37,83.7272727272727,1629.16997075081
20862,B,1,B-Group (Medium),37,46.4285714285714,691.139975547791
22346,C,1,B-Group (Medium),37,15.0,153.410003423691
90120A,C,1,B-Group (Medium),37,7.7272727272727,361.699996948242
16015,C,1,B-Group (Medium),37,79.5454545454545,403.900003433228
84658,B,1,B-Group (Medium),37,12.9090909090909,683.179982662201
20819,C,1,B-Group (Medium),37,14.8181818181818,379.150000095367
90071,C,2,C-Group (Slow),37,3.6363636363636,50.5899994373322
85071B,C,1,B-Group (Medium),37,86.5454545454545,589.479999065399
84584,C,1,B-Group (Medium),37,11.8181818181818,351.799993991852
21311,C,1,B-Group (Medium),37,20.1818181818181,313.819987773895
22821,C,1,B-Group (Medium),36,177.0,235.139991521835
84689,B,1,B-Group (Medium),36,27.8181818181818,715.099986076355
22688,B,1,B-Group (Medium),36,18.8,710.419984817505
20694,C,1,B-Group (Medium),36,10.7272727272727,412.170001983643
16012,C,1,B-Group (Medium),36,117.0,269.069991633296
35954,C,1,B-Group (Medium),36,50.7272727272727,308.909992963076
21438,B,1,B-Group (Medium),36,93.25,1229.82001018524
21562,C,1,B-Group (Medium),36,32.7,541.369981765747
21320,C,1,B-Group (Medium),36,17.7272727272727,533.81998872757
16014,A,0,A-Group (Fast),36,1455.5454545454545,5170.61988267303
21757,C,1,B-Group (Medium),36,17.0,394.899991035461
47581B,B,1,B-Group (Medium),36,7.6666666666666,753.770000457764
84948,C,1,B-Group (Medium),36,45.5,459.209993600845
72051S,C,1,B-Group (Medium),36,13.8181818181818,92.9599973857403
22340,C,1,B-Group (Medium),36,22.7272727272727,438.779994368553
20803,C,1,B-Group (Medium),36,15.090909090909,322.059994459152
20672,C,1,B-Group (Medium),36,34.5,200.999999046326
20670,C,1,B-Group (Medium),36,61.7272727272727,331.860003352165
21189,C,1,B-Group (Medium),36,25.8181818181818,538.990001797676
21392,B,0,A-Group (Fast),36,681.090909090909,1379.1799492836
16212,C,1,B-Group (Medium),36,33.1818181818181,286.359991312027
84313B,C,1,B-Group (Medium),36,7.2727272727272,509.509996414185
22044,C,1,B-Group (Medium),36,79.8181818181818,256.039993792772
90170,C,1,B-Group (Medium),36,5.9090909090909,109.250001788139
46776D,C,1,B-Group (Medium),36,6.1,266.410000801086
21444,B,1,B-Group (Medium),36,58.2,902.030000209808
71279,C,1,B-Group (Medium),36,9.9090909090909,384.230001449585
46776E,C,1,B-Group (Medium),36,13.5,361.040001869202
21332,B,1,B-Group (Medium),36,22.7272727272727,1350.58000469208
85208,C,1,B-Group (Medium),35,15.5454545454545,365.429984092712
90198A,C,1,B-Group (Medium),35,5.4545454545454,255.459995269775
20831,C,1,B-Group (Medium),35,22.4545454545454,431.999994754791
22214,B,1,B-Group (Medium),35,32.090909090909,855.539976358414
21552,B,1,B-Group (Medium),35,23.5714285714285,837.599983215332
20898,C,1,B-Group (Medium),35,24.7272727272727,538.040004014969
85131D,C,1,B-Group (Medium),35,39.3636363636363,231.049998044968
37474,C,2,C-Group (Slow),35,4.8181818181818,551.549986839294
84569A,C,1,B-Group (Medium),35,19.0,269.049999713898
79342B,B,1,B-Group (Medium),35,24.0,838.519989967346
22182,C,1,B-Group (Medium),35,12.3636363636363,568.619990348816
46126A,C,1,B-Group (Medium),35,23.3636363636363,340.149999856949
22702,C,1,B-Group (Medium),35,40.6,419.149991750717
22142,C,1,B-Group (Medium),35,19.2727272727272,319.280010223389
72800C,B,1,B-Group (Medium),35,46.1818181818181,606.510001897812
21769,A,1,B-Group (Medium),35,6.9090909090909,5072.41983032227
21317,B,1,B-Group (Medium),35,21.0,687.569987297058
84450B,C,1,B-Group (Medium),35,27.8,84.5499991774559
72803B,C,1,B-Group (Medium),35,8.2727272727272,403.630001068115
85169D,C,1,B-Group (Medium),35,15.090909090909,242.89999961853
47563A,C,2,C-Group (Slow),35,3.8181818181818,212.149996757507
85230E,C,1,B-Group (Medium),35,104.7272727272727,309.119990944862
84920,C,1,B-Group (Medium),35,7.090909090909,313.670000553131
47503G,C,1,B-Group (Medium),35,71.0,367.359997987747
72127,C,1,B-Group (Medium),35,17.9090909090909,235.329995155334
22939,B,1,B-Group (Medium),35,91.5,860.129986763
16256B,C,1,B-Group (Medium),35,74.8571428571428,232.349993437529
21250,B,1,B-Group (Medium),35,26.0,661.230002164841
84251G,C,1,B-Group (Medium),35,16.8181818181818,48.9699998497963
85119,C,1,B-Group (Medium),35,35.6363636363636,530.320014953613
22391,C,1,B-Group (Medium),35,20.25,379.449993371964
22101,C,1,B-Group (Medium),34,34.8181818181818,578.439997315407
79191D,C,1,B-Group (Medium),34,8.0,89.4600012302399
85159A,C,2,C-Group (Slow),34,3.4545454545454,452.910006999969
90175A,B,1,B-Group (Medium),34,6.9090909090909,682.629992485046
21822,C,1,B-Group (Medium),34,22.0,483.380011796951
22986,C,0,A-Group (Fast),34,637.5,503.499989956617
21414,B,1,B-Group (Medium),34,148.5454545454545,864.590013027191
85112,C,1,B-Group (Medium),34,155.0,412.769997596741
85166B,B,1,B-Group (Medium),34,45.8181818181818,841.60000038147
16169F,C,1,B-Group (Medium),34,88.6363636363636,409.499987214804
22447,C,1,B-Group (Medium),34,12.75,355.379990577698
90203,C,1,B-Group (Medium),34,6.4545454545454,534.269999027252
22056,B,1,B-Group (Medium),34,75.875,656.870002269745
16169M,C,1,B-Group (Medium),34,127.2727272727272,363.749992102385
22267,B,1,B-Group (Medium),34,159.0,618.299990177155
16048,C,1,B-Group (Medium),34,172.9090909090909,317.689992398024
79144C,C,1,B-Group (Medium),34,11.3636363636363,64.7999984920025
35967,C,1,B-Group (Medium),34,30.090909090909,173.93999838829
22819,C,1,B-Group (Medium),34,256.5,210.689997553825
84847,B,1,B-Group (Medium),34,230.5,1055.98002839088
79191B,C,1,B-Group (Medium),34,25.8181818181818,225.230001807213
45008C,B,1,B-Group (Medium),34,10.375,792.069986343384
22599,C,1,B-Group (Medium),34,176.75,554.150018572807
85170C,C,1,B-Group (Medium),34,18.7272727272727,380.299996376038
21202,C,1,B-Group (Medium),34,28.8181818181818,499.370002508163
84932C,B,1,B-Group (Medium),34,40.2857142857142,615.400012969971
84499,C,1,B-Group (Medium),34,26.3636363636363,237.520000338554
21299,B,1,B-Group (Medium),34,41.5,966.350006580353
17084R,B,0,A-Group (Fast),34,608.9,1102.28997059166
22911,B,1,B-Group (Medium),34,109.0,601.019998550415
84908A,B,1,B-Group (Medium),34,47.7777777777777,1033.34001159668
85142,C,1,B-Group (Medium),34,7.125,502.579985618591
22942,A,0,A-Group (Fast),34,346.0,2745.48002243042
37482P,C,1,B-Group (Medium),34,14.5454545454545,553.409990787506
71403,C,1,B-Group (Medium),34,9.6,357.329999685287
84247N,C,1,B-Group (Medium),34,9.0,229.630003035069
21615,B,1,B-Group (Medium),34,25.1818181818181,960.75
85078,C,1,B-Group (Medium),33,22.8181818181818,290.689992070198
90120C,C,2,C-Group (Slow),33,4.8181818181818,225.899995803833
16161M,C,1,B-Group (Medium),33,79.5454545454545,365.499988943338
85034C,B,1,B-Group (Medium),33,16.0,736.359993934631
37410,A,0,A-Group (Fast),33,5141.4,3288.65003177524
21099,B,0,A-Group (Fast),33,2215.0,1516.640011549
21413,B,1,B-Group (Medium),33,282.9090909090909,1052.3599742651
21336,C,1,B-Group (Medium),33,163.2727272727272,472.989992141724
85020,C,1,B-Group (Medium),33,13.2727272727272,325.76998758316
90209C,C,1,B-Group (Medium),33,12.090909090909,267.629992723465
20980,C,1,B-Group (Medium),33,11.5454545454545,171.64999961853
79030A,C,1,B-Group (Medium),33,21.375,438.249998927116
21145,B,1,B-Group (Medium),33,57.5454545454545,934.849987030029
22306,C,1,B-Group (Medium),33,25.8181818181818,573.500002622604
16216,C,1,B-Group (Medium),33,59.0,109.479997515678
20621,C,1,B-Group (Medium),33,20.7,451.669981479645
46307,C,1,B-Group (Medium),33,6.375,246.029993891716
22643,C,1,B-Group (Medium),33,44.75,444.559989929199
20865,C,1,B-Group (Medium),33,35.8571428571428,500.489989280701
85106,B,1,B-Group (Medium),33,47.6363636363636,1085.58000087738
85180A,C,1,B-Group (Medium),33,11.0,570.510005474091
22307,B,1,B-Group (Medium),33,31.090909090909,675.620003461838
20781,C,1,B-Group (Medium),33,5.8181818181818,345.709997177124
77081,C,1,B-Group (Medium),33,26.8888888888888,308.379994153976
21088,B,0,A-Group (Fast),33,1357.9090909090908,1388.44996750355
90214A,C,1,B-Group (Medium),33,6.090909090909,85.9900000095367
10120,C,1,B-Group (Medium),32,36.090909090909,86.6699976027012
84671B,C,1,B-Group (Medium),32,54.5,306.769996166229
47598,C,1,B-Group (Medium),32,19.7142857142857,89.1200008392334
20991,B,0,A-Group (Fast),32,2361.333333333333,884.560007214546
22741,B,0,A-Group (Fast),32,629.0,1076.59002947807
84482,C,1,B-Group (Medium),32,6.8181818181818,293.019999980927
22944,B,0,A-Group (Fast),32,512.0,1170.55996704102
85071C,C,1,B-Group (Medium),32,54.1818181818181,393.929993867874
21881,C,1,B-Group (Medium),32,18.090909090909,146.639995336533
21847,C,1,B-Group (Medium),32,23.3636363636363,428.659997224808
37462B,C,1,B-Group (Medium),32,15.4545454545454,87.2799979746342
20704,B,1,B-Group (Medium),32,12.5454545454545,625.069997787476
90200B,C,1,B-Group (Medium),32,6.6363636363636,310.379997253418
85104,C,1,B-Group (Medium),32,11.8181818181818,424.940003395081
21780,B,1,B-Group (Medium),32,101.5,1745.85000133514
