SKU,Predicted_Demand,Velocity_Rank
47578A,14.16,2268.0
22325,14.14,2269.0
84847,14.14,2270.0
20663,14.11,2271.0
90005A,14.07,2272.0
21330,14.04,2273.0
17013D,14.02,2274.0
85136B,14.01,2275.0
47566b,14.0,2276.0
46115B,13.95,2277.0
84715,13.92,2278.0
90175C,13.91,2279.0
79051A,13.82,2280.0
84688,13.79,2281.0
85119,13.79,2282.0
90010A,13.74,2283.0
85144,13.71,2284.0
21331,13.670000000000002,2285.0
71495A,13.66,2286.0
85031C,13.65,2287.0
22977,13.63,2288.0
20666,13.629999999999999,2289.0
85019A,13.629999999999999,2290.0
90059C,13.62,2291.0
20704,13.61,2292.0
84559D,13.61,2293.0
71495B,13.6,2294.0
21667,13.53,2295.0
84631,13.51,2296.0
84508C,13.489999999999998,2297.0
84899F,13.46,2298.0
21666,13.45,2299.0
15044D,13.43,2300.0
90199C,13.42,2301.0
46776E,13.4,2302.0
90184A,13.37,2303.0
20906,13.35,2304.0
20861,13.280000000000001,2305.0
90165B,13.25,2306.0
85130C,13.23,2307.0
90098,13.22,2308.0
37509,13.219999999999999,2309.0
90022,13.219999999999999,2310.0
46000P,13.17,2311.0
90129C,13.17,2312.0
90124A,13.15,2313.0
72798C,13.120000000000001,2314.0
21749,13.11,2315.0
85006,13.09,2316.0
90101,13.07,2317.0
84609,13.06,2318.0
62094B,13.04,2319.0
22517,13.030000000000001,2320.0
90090,12.959999999999999,2321.0
90054,12.9,2322.0
16049,12.870000000000001,2323.0
17011F,12.86,2324.0
90040C,12.8,2325.0
20731,12.75,2326.0
84809A,12.7,2327.0
84510c,12.66,2328.0
85087,12.620000000000001,2329.0
85026B,12.6,2330.0
84708B,12.55,2331.0
16169N,12.54,2332.0
46118,12.53,2333.0
47586A,12.510000000000002,2334.0
84660c,12.48,2335.0
85170C,12.48,2336.0
17001,12.469999999999999,2337.0
22342,12.430000000000001,2338.0
90185A,12.42,2339.0
84422,12.39,2340.0
90081C,12.39,2341.0
22251,12.35,2342.0
35809A,12.280000000000001,2343.0
90201B,12.1,2344.0
84358,11.86,2345.0
22770,11.84,2346.0
90039D,11.829999999999998,2347.0
90081A,11.829999999999998,2348.0
DCGS0076,11.829999999999998,2349.0
37479B,11.64,2350.0
22924,11.61,2351.0
22269,11.559999999999999,2352.0
22345,11.52,2353.0
90204,11.48,2354.0
84531A,11.44,2355.0
84531B,11.44,2356.0
21372,11.43,2357.0
22655,11.41,2358.0
90014B,11.4,2359.0
37462E,11.38,2360.0
22305,11.379999999999999,2361.0
22092,11.33,2362.0
72800F,11.299999999999999,2363.0
21040,11.239999999999998,2364.0
37489A,11.239999999999998,2365.0
44235,11.23,2366.0
90033,11.12,2367.0
85194S,11.06,2368.0
90122B,11.06,2369.0
22461,11.04,2370.0
84806B,11.01,2371.0
90191,10.99,2372.0
90035A,10.95,2373.0
47503J,10.89,2374.0
82095,10.89,2375.0
84820,10.89,2376.0
84600,10.879999999999999,2377.0
85166B,10.82,2378.0
17191A,10.77,2379.0
90120D,10.76,2380.0
84984D,10.75,2381.0
90032,10.74,2382.0
21280,10.73,2383.0
84247K,10.72,2384.0
84925D,10.72,2385.0
84526,10.68,2386.0
90128A,10.66,2387.0
90036E,10.629999999999999,2388.0
85163A,10.61,2389.0
84858C,10.59,2390.0
84620,10.57,2391.0
85180A,10.530000000000001,2392.0
79337,10.53,2393.0
84539,10.51,2394.0
84951A,10.51,2395.0
84968E,10.48,2396.0
72801d,10.47,2397.0
72140E,10.46,2398.0
22954,10.440000000000001,2399.0
21420,10.44,2400.0
84638,10.41,2401.0
85194L,10.4,2402.0
84927E,10.38,2403.0
22833,10.35,2404.0
90122A,10.34,2405.0
72807c,10.33,2406.0
21370,10.32,2407.0
35610A,10.309999999999999,2408.0
90089,10.309999999999999,2409.0
15058B,10.3,2410.0
47574B,10.26,2411.0
21386,10.25,2412.0
90201C,10.23,2413.0
84875A,10.22,2414.0
84687,10.13,2415.0
85032B,10.13,2416.0
22104,10.04,2417.0
85023B,10.03,2418.0
90036A,10.02,2419.0
71101E,9.99,2420.0
47421,9.96,2421.0
90003E,9.96,2422.0
85088,9.95,2423.0
21082,9.89,2424.0
21425,9.89,2425.0
37491A,9.89,2426.0
84976,9.89,2427.0
90059D,9.89,2428.0
90138,9.89,2429.0
90177E,9.89,2430.0
90194,9.89,2431.0
20703,9.88,2432.0
46776D,9.82,2433.0
90199A,9.77,2434.0
21825,9.76,2435.0
22825,9.75,2436.0
71215,9.71,2437.0
90120A,9.71,2438.0
90124B,9.71,2439.0
90166,9.71,2440.0
84926D,9.64,2441.0
21654,9.6,2442.0
35916B,9.6,2443.0
90003B,9.56,2444.0
90125D,9.48,2445.0
21636,9.43,2446.0
90178A,9.43,2447.0
10124A,9.4,2448.0
17084J,9.280000000000001,2449.0
90000B,9.21,2450.0
22923,9.120000000000001,2451.0
47481,9.1,2452.0
21689,9.09,2453.0
84712B,9.04,2454.0
90211B,9.02,2455.0
90130C,8.99,2456.0
84558a,8.95,2457.0
84927D,8.88,2458.0
84665,8.85,2459.0
35914,8.8,2460.0
90118,8.79,2461.0
47574A,8.76,2462.0
90073,8.73,2463.0
20869,8.7,2464.0
22832,8.7,2465.0
21794,8.68,2466.0
90023,8.63,2467.0
20794,8.61,2468.0
84803A,8.59,2469.0
90129D,8.47,2470.0
35610B,8.36,2471.0
90181B,8.25,2472.0
90211A,8.25,2473.0
20801,8.21,2474.0
20851,8.129999999999999,2475.0
21344,8.129999999999999,2476.0
35912B,8.129999999999999,2477.0
84251C,8.129999999999999,2478.0
84882,8.129999999999999,2479.0
90088,8.129999999999999,2480.0
90175D,7.99,2481.0
35951,7.82,2482.0
47369B,7.8,2483.0
47579,7.8,2484.0
84597C,7.8,2485.0
84921,7.8,2486.0
90162B,7.8,2487.0
90162D,7.8,2488.0
90167,7.8,2489.0
21416,7.77,2490.0
21615,7.77,2491.0
22201,7.77,2492.0
22254,7.77,2493.0
22885,7.77,2494.0
85180B,7.77,2495.0
90030B,7.77,2496.0
90174,7.77,2497.0
22829,7.74,2498.0
21455,7.710000000000001,2499.0
35966,7.710000000000001,2500.0
72821,7.710000000000001,2501.0
84689,7.699999999999999,2502.0
84748,7.699999999999999,2503.0
22870,7.58,2504.0
21084,7.53,2505.0
35633B,7.53,2506.0
90155,7.53,2507.0
17084A,7.52,2508.0
21473,7.52,2509.0
84751B,7.52,2510.0
90199D,7.52,2511.0
16053,7.42,2512.0
16259,7.42,2513.0
84549,7.42,2514.0
84576,7.42,2515.0
84660B,7.42,2516.0
84875D,7.42,2517.0
85141,7.41,2518.0
85047,7.369999999999999,2519.0
90137,7.369999999999999,2520.0
20694,7.35,2521.0
84951B,7.35,2522.0
85044,7.35,2523.0
84251B,7.300000000000001,2524.0
84796B,7.28,2525.0
90072,7.28,2526.0
90197B,7.28,2527.0
90201A,7.26,2528.0
16020C,7.25,2529.0
47589,7.25,2530.0
90156,7.25,2531.0
22869,7.24,2532.0
21095,7.18,2533.0
22882,7.18,2534.0
84905,7.18,2535.0
90014C,7.18,2536.0
90060F,7.18,2537.0
90196B,7.18,2538.0
21004,7.17,2539.0
21350,7.17,2540.0
72750B,7.17,2541.0
75178,7.17,2542.0
84859C,7.17,2543.0
84993a,7.17,2544.0
90157,7.17,2545.0
90202D,7.17,2546.0
22408,7.16,2547.0
84800L,7.16,2548.0
90108,7.140000000000001,2549.0
84595E,7.130000000000001,2550.0
21633,7.1,2551.0
22285,7.1,2552.0
84801B,7.1,2553.0
84816,7.1,2554.0
85098B,7.1,2555.0
90000A,7.0600000000000005,2556.0
21146,6.99,2557.0
85232b,6.99,2558.0
90130A,6.99,2559.0
84984C,6.9,2560.0
35932,6.89,2561.0
21631,6.88,2562.0
84711B,6.88,2563.0
85161,6.88,2564.0
46000U,6.87,2565.0
84908A,6.87,2566.0
90036C,6.87,2567.0
20823,6.8100000000000005,2568.0
21131,6.8100000000000005,2569.0
47013C,6.8100000000000005,2570.0
21199,6.77,2571.0
37491D,6.77,2572.0
DCGS0003,6.77,2573.0
85186C,6.76,2574.0
35911A,6.73,2575.0
85163B,6.73,2576.0
35637C,6.7,2577.0
84842,6.67,2578.0
21337,6.66,2579.0
22390,6.619999999999999,2580.0
84575A,6.55,2581.0
35603C,6.34,2582.0
21943,6.33,2583.0
21226,6.300000000000001,2584.0
21632,6.300000000000001,2585.0
18097A,6.3,2586.0
22233,6.3,2587.0
20700,6.25,2588.0
20840,6.25,2589.0
84706D,6.25,2590.0
84906,6.25,2591.0
22877,6.13,2592.0
22292,6.11,2593.0
22255,6.08,2594.0
22221,5.95,2595.0
20819,5.9399999999999995,2596.0
21089,5.87,2597.0
90175B,5.87,2598.0
90183A,5.87,2599.0
71496A,5.75,2600.0
17014A,5.69,2601.0
82597,5.69,2602.0
35916A,5.6899999999999995,2603.0
84707A,5.6899999999999995,2604.0
85094,5.6899999999999995,2605.0
90160C,5.6899999999999995,2606.0
40005B,5.58,2607.0
22608,5.5,2608.0
90168,5.5,2609.0
90169,5.5,2610.0
90202C,5.5,2611.0
21816,5.449999999999999,2612.0
90179C,5.35,2613.0
84388,5.32,2614.0
90186B,5.32,2615.0
22123,5.3,2616.0
22164,5.28,2617.0
22498,4.76,2618.0
35015,4.75,2619.0
22859,4.51,2620.0
16202E,4.07,2621.0
20793,4.07,2622.0
20849,4.07,2623.0
21270,4.07,2624.0
21320,4.07,2625.0
21368,4.07,2626.0
21476,4.07,2627.0
21659,4.07,2628.0
35913B,4.07,2629.0
37351,4.07,2630.0
62095B,4.07,2631.0
81950B,4.07,2632.0
84907,4.07,2633.0
85031B,4.07,2634.0
85160A,4.07,2635.0
85189,4.07,2636.0
85224,4.07,2637.0
90112,4.07,2638.0
90123A,4.07,2639.0
90123D,4.07,2640.0
90133,4.07,2641.0
90159,4.07,2642.0
20850,4.06,2643.0
20997,4.06,2644.0
35810A,4.06,2645.0
35819B,4.06,2646.0
84924D,4.06,2647.0
90002A,4.06,2648.0
90065B,4.06,2649.0
90103,4.06,2650.0
90162C,4.06,2651.0
90163A,4.06,2652.0
gift_0001_30,4.06,2653.0
16156L,3.71,2654.0
16202A,3.71,2655.0
16207B,3.71,2656.0
16212,3.71,2657.0
35004c,3.71,2658.0
35931,3.71,2659.0
72369A,3.71,2660.0
79161A,3.71,2661.0
85030,3.71,2662.0
85040a,3.71,2663.0
85089,3.71,2664.0
90024D,3.71,2665.0
90036B,3.71,2666.0
90038A,3.71,2667.0
90164A,3.71,2668.0
90178B,3.71,2669.0
90214T,3.71,2670.0
gift_0001_20,3.71,2671.0
20698,3.67,2672.0
16202B,3.64,2673.0
20664,3.64,2674.0
20860,3.64,2675.0
20953,3.64,2676.0
21117,3.64,2677.0
21332,3.64,2678.0
21454,3.64,2679.0
21541,3.64,2680.0
35607B,3.64,2681.0
35649,3.64,2682.0
84660A,3.64,2683.0
84796A,3.64,2684.0
84800M,3.64,2685.0
84802A,3.64,2686.0
85033S,3.64,2687.0
85092,3.64,2688.0
85168B,3.64,2689.0
85179B,3.64,2690.0
85197,3.64,2691.0
85198,3.64,2692.0
85205B,3.64,2693.0
90011A,3.64,2694.0
90013D,3.64,2695.0
90037A,3.64,2696.0
90059F,3.64,2697.0
90070,3.64,2698.0
90124C,3.64,2699.0
90164B,3.64,2700.0
90180B,3.64,2701.0
90190A,3.64,2702.0
90202A,3.64,2703.0
22446,3.58,2704.0
90027D,3.53,2705.0
15058C,3.46,2706.0
21003,3.46,2707.0
21394,3.46,2708.0
21414,3.46,2709.0
21457,3.46,2710.0
22656,3.46,2711.0
35818B,3.46,2712.0
72225C,3.46,2713.0
79406,3.46,2714.0
84509F,3.46,2715.0
84510E,3.46,2716.0
84527,3.46,2717.0
84616,3.46,2718.0
84872A,3.46,2719.0
84985a,3.46,2720.0
85018B,3.46,2721.0
85019B,3.46,2722.0
85090,3.46,2723.0
85121C,3.46,2724.0
90016A,3.46,2725.0
90016B,3.46,2726.0
90079,3.46,2727.0
90144,3.46,2728.0
90160B,3.46,2729.0
90210D,3.46,2730.0
90205C,3.42,2731.0
16161G,3.35,2732.0
16169P,3.35,2733.0
20670,3.35,2734.0
21134,3.35,2735.0
21198,3.35,2736.0
21395,3.35,2737.0
21431,3.35,2738.0
35647,3.35,2739.0
35817P,3.35,2740.0
35915C,3.35,2741.0
37330,3.35,2742.0
62086A,3.35,2743.0
84007,3.35,2744.0
84033,3.35,2745.0
84675,3.35,2746.0
84977,3.35,2747.0
84997a,3.35,2748.0
85042,3.35,2749.0
85145,3.35,2750.0
90057,3.35,2751.0
90100,3.35,2752.0
90148,3.35,2753.0
90177B,3.35,2754.0
21548,3.31,2755.0
22284,3.27,2756.0
22872,3.27,2757.0
72803B,3.08,2758.0
90024B,3.02,2759.0
22782,2.99,2760.0
22344,2.89,2761.0
21850,2.87,2762.0
22215,2.41,2763.0
20847,2.23,2764.0
21336,2.23,2765.0
84522,2.23,2766.0
84711A,2.23,2767.0
85093,2.23,2768.0
90010E,2.23,2769.0
90056,2.23,2770.0
90183B,2.23,2771.0
90205A,2.03,2772.0
90059B,2.0,2773.0
35646,1.86,2774.0
90170,1.86,2775.0
22803,1.66,2776.0
21595,1.62,2777.0
22393,1.62,2778.0
