stock_code,x_coordinate,y_coordinate,cluster_name,abc_class,slot_id
84913B,42,9,B-Group (Medium),B,1368
21841,43,8,B-Group (Medium),B,1369
C2,44,7,B-Group (Medium),A,1370
22270,45,6,B-Group (Medium),B,1371
21190,46,5,B-Group (Medium),B,1372
21163,47,4,B-Group (Medium),B,1373
84459A,48,3,B-Group (Medium),B,1374
84750A,49,2,B-Group (Medium),B,1375
35471D,0,52,B-Group (Medium),C,1376
21972,1,51,B-Group (Medium),B,1377
22308,2,50,B-Group (Medium),B,1378
22221,3,49,B-Group (Medium),A,1379
21440,4,48,B-Group (Medium),B,1380
22475,5,47,B-Group (Medium),B,1381
21721,6,46,B-Group (Medium),B,1382
21288,7,45,B-Group (Medium),B,1383
16236,8,44,B-Group (Medium),C,1384
85202,9,43,B-Group (Medium),C,1385
35810A,10,42,B-Group (Medium),B,1386
22342,11,41,B-Group (Medium),B,1387
22516,12,40,B-Group (Medium),B,1388
72802A,13,39,B-Group (Medium),A,1389
82613A,14,38,B-Group (Medium),C,1390
21474,15,37,B-Group (Medium),A,1391
21351,16,36,B-Group (Medium),A,1392
21109,17,35,B-Group (Medium),B,1393
21055,18,34,B-Group (Medium),B,1394
21638,19,33,B-Group (Medium),B,1395
85185B,20,32,B-Group (Medium),B,1396
84685,21,31,B-Group (Medium),B,1397
22190,22,30,B-Group (Medium),B,1398
22249,23,29,B-Group (Medium),B,1399
21478,24,28,B-Group (Medium),B,1400
21439,25,27,B-Group (Medium),B,1401
22689,26,26,B-Group (Medium),A,1402
35962,27,25,B-Group (Medium),B,1403
21644,28,24,B-Group (Medium),B,1404
21905,29,23,B-Group (Medium),B,1405
21657,30,22,B-Group (Medium),B,1406
22719,31,21,B-Group (Medium),B,1407
85129D,32,20,B-Group (Medium),B,1408
84872a,33,19,B-Group (Medium),B,1409
21162,34,18,B-Group (Medium),B,1410
20871,35,17,B-Group (Medium),B,1411
21112,36,16,B-Group (Medium),B,1412
85203,37,15,B-Group (Medium),C,1413
20615,38,14,B-Group (Medium),C,1414
22691,39,13,B-Group (Medium),A,1415
21837,40,12,B-Group (Medium),B,1416
22375,41,11,B-Group (Medium),B,1417
21464,42,10,B-Group (Medium),B,1418
85031A,43,9,B-Group (Medium),B,1419
47504K,44,8,B-Group (Medium),B,1420
22223,45,7,B-Group (Medium),B,1421
21610,46,6,B-Group (Medium),B,1422
20686,47,5,B-Group (Medium),B,1423
47593B,48,4,B-Group (Medium),C,1424
84596K,49,3,B-Group (Medium),C,1425
21613,0,53,B-Group (Medium),B,1426
21943,1,52,B-Group (Medium),C,1427
84031B,2,51,B-Group (Medium),B,1428
21661,3,50,B-Group (Medium),B,1429
22184,4,49,B-Group (Medium),B,1430
21547,5,48,B-Group (Medium),B,1431
82613C,6,47,B-Group (Medium),C,1432
22310,7,46,B-Group (Medium),B,1433
21462,8,45,B-Group (Medium),B,1434
21692,9,44,B-Group (Medium),B,1435
21927,10,43,B-Group (Medium),B,1436
21284,11,42,B-Group (Medium),B,1437
82615,12,41,B-Group (Medium),B,1438
22314,13,40,B-Group (Medium),B,1439
22500,14,39,B-Group (Medium),B,1440
21894,15,38,B-Group (Medium),B,1441
20866,16,37,B-Group (Medium),C,1442
84596G,17,36,B-Group (Medium),C,1443
84509G,18,35,B-Group (Medium),B,1444
37461,19,34,B-Group (Medium),B,1445
22452,20,33,B-Group (Medium),B,1446
48195,21,32,B-Group (Medium),B,1447
22230,22,31,B-Group (Medium),B,1448
20619,23,30,B-Group (Medium),C,1449
21676,24,29,B-Group (Medium),C,1450
21742,25,28,B-Group (Medium),B,1451
72807A,26,27,B-Group (Medium),B,1452
22204,27,26,B-Group (Medium),B,1453
84247L,28,25,B-Group (Medium),C,1454
21682,29,24,B-Group (Medium),B,1455
22097,30,23,B-Group (Medium),C,1456
21898,31,22,B-Group (Medium),B,1457
21720,32,21,B-Group (Medium),B,1458
85008,33,20,B-Group (Medium),B,1459
20941,34,19,B-Group (Medium),B,1460
22513,35,18,B-Group (Medium),B,1461
22343,36,17,B-Group (Medium),B,1462
35811A,37,16,B-Group (Medium),B,1463
20771,38,15,B-Group (Medium),B,1464
84569C,39,14,B-Group (Medium),C,1465
22442,40,13,B-Group (Medium),A,1466
20768,41,12,B-Group (Medium),B,1467
22461,42,11,B-Group (Medium),B,1468
79191C,43,10,B-Group (Medium),C,1469
85036A,44,9,B-Group (Medium),B,1470
22281,45,8,B-Group (Medium),A,1471
85116,46,7,B-Group (Medium),B,1472
21707,47,6,B-Group (Medium),A,1473
20772,48,5,B-Group (Medium),B,1474
85031B,49,4,B-Group (Medium),B,1475
79323GR,0,54,B-Group (Medium),A,1476
21738,1,53,B-Group (Medium),B,1477
22509,2,52,B-Group (Medium),A,1478
84795D,3,51,B-Group (Medium),B,1479
22363,4,50,B-Group (Medium),B,1480
17129F,5,49,B-Group (Medium),B,1481
84467,6,48,B-Group (Medium),A,1482
84905,7,47,B-Group (Medium),B,1483
20661,8,46,B-Group (Medium),B,1484
21010,9,45,B-Group (Medium),B,1485
22517,10,44,B-Group (Medium),B,1486
22210,11,43,B-Group (Medium),B,1487
21637,12,42,B-Group (Medium),B,1488
21656,13,41,B-Group (Medium),B,1489
20734,14,40,B-Group (Medium),B,1490
21545,15,39,B-Group (Medium),B,1491
21743,16,38,B-Group (Medium),B,1492
21724,17,37,B-Group (Medium),C,1493
40018E,18,36,B-Group (Medium),B,1494
21247,19,35,B-Group (Medium),B,1495
21926,20,34,B-Group (Medium),B,1496
21839,21,33,B-Group (Medium),B,1497
22246,22,32,B-Group (Medium),B,1498
85055,23,31,B-Group (Medium),B,1499
71038,24,30,B-Group (Medium),A,1500
35965,25,29,B-Group (Medium),B,1501
20767,26,28,B-Group (Medium),B,1502
21823,27,27,B-Group (Medium),B,1503
20867,28,26,B-Group (Medium),B,1504
10133,29,25,B-Group (Medium),B,1505
79066K,30,24,B-Group (Medium),C,1506
84944,31,23,B-Group (Medium),B,1507
21795,32,22,B-Group (Medium),A,1508
85025C,33,21,B-Group (Medium),B,1509
84986B,34,20,B-Group (Medium),B,1510
85054,35,19,B-Group (Medium),B,1511
21836,36,18,B-Group (Medium),B,1512
21323,37,17,B-Group (Medium),A,1513
37343,38,16,B-Group (Medium),B,1514
21192,39,15,B-Group (Medium),B,1515
20931,40,14,B-Group (Medium),B,1516
21819,41,13,B-Group (Medium),B,1517
85186A,42,12,B-Group (Medium),C,1518
47502,43,11,B-Group (Medium),A,1519
84912B,44,10,B-Group (Medium),B,1520
22286,45,9,B-Group (Medium),B,1521
85035A,46,8,B-Group (Medium),B,1522
35241,47,7,B-Group (Medium),B,1523
47593A,48,6,B-Group (Medium),C,1524
62096B,49,5,B-Group (Medium),C,1525
85132C,0,55,B-Group (Medium),A,1526
22254,1,54,B-Group (Medium),B,1527
84030E,2,53,B-Group (Medium),B,1528
21011,3,52,B-Group (Medium),B,1529
21579,4,51,B-Group (Medium),B,1530
47570,5,50,B-Group (Medium),A,1531
21652,6,49,B-Group (Medium),B,1532
62096A,7,48,B-Group (Medium),C,1533
21421,8,47,B-Group (Medium),B,1534
22229,9,46,B-Group (Medium),C,1535
20766,10,45,B-Group (Medium),B,1536
85226C,11,44,B-Group (Medium),C,1537
21173,12,43,B-Group (Medium),B,1538
21801,13,42,B-Group (Medium),C,1539
84968C,14,41,B-Group (Medium),A,1540
84006,15,40,B-Group (Medium),B,1541
21683,16,39,B-Group (Medium),B,1542
20655,17,38,B-Group (Medium),C,1543
22481,18,37,B-Group (Medium),C,1544
21880,19,36,B-Group (Medium),C,1545
35471A,20,35,B-Group (Medium),C,1546
21818,21,34,B-Group (Medium),B,1547
84856L,22,33,B-Group (Medium),B,1548
22074,23,32,B-Group (Medium),B,1549
21248,24,31,B-Group (Medium),B,1550
21851,25,30,B-Group (Medium),B,1551
22660,26,29,B-Group (Medium),A,1552
20976,27,28,B-Group (Medium),C,1553
84993B,28,27,B-Group (Medium),C,1554
85129A,29,26,B-Group (Medium),C,1555
22211,30,25,B-Group (Medium),B,1556
21251,31,24,B-Group (Medium),B,1557
22268,32,23,B-Group (Medium),C,1558
85039A,33,22,B-Group (Medium),C,1559
22473,34,21,B-Group (Medium),B,1560
16238,35,20,B-Group (Medium),C,1561
85059,36,19,B-Group (Medium),B,1562
21883,37,18,B-Group (Medium),C,1563
84796A,38,17,B-Group (Medium),B,1564
72799E,39,16,B-Group (Medium),B,1565
84901,40,15,B-Group (Medium),C,1566
20846,41,14,B-Group (Medium),B,1567
20798,42,13,B-Group (Medium),B,1568
84519B,43,12,B-Group (Medium),B,1569
85039B,44,11,B-Group (Medium),B,1570
21422,45,10,B-Group (Medium),B,1571
22054,46,9,B-Group (Medium),B,1572
21283,47,8,B-Group (Medium),B,1573
84596L,48,7,B-Group (Medium),C,1574
21828,49,6,B-Group (Medium),B,1575
37422,0,56,B-Group (Medium),C,1576
22687,1,55,B-Group (Medium),B,1577
21662,2,54,B-Group (Medium),B,1578
84709B,3,53,B-Group (Medium),B,1579
84873a,4,52,B-Group (Medium),B,1580
22317,5,51,B-Group (Medium),B,1581
22209,6,50,B-Group (Medium),B,1582
85130A,7,49,B-Group (Medium),B,1583
21442,8,48,B-Group (Medium),C,1584
70007,9,47,B-Group (Medium),C,1585
22201,10,46,B-Group (Medium),B,1586
84247G,11,45,B-Group (Medium),C,1587
85186C,12,44,B-Group (Medium),C,1588
85124C,13,43,B-Group (Medium),B,1589
21691,14,42,B-Group (Medium),B,1590
85014C,15,41,B-Group (Medium),A,1591
21012,16,40,B-Group (Medium),B,1592
22324,17,39,B-Group (Medium),B,1593
47589,18,38,B-Group (Medium),B,1594
47503J,19,37,B-Group (Medium),A,1595
21188,20,36,B-Group (Medium),B,1596
85194L,21,35,B-Group (Medium),B,1597
21061,22,34,B-Group (Medium),C,1598
22157,23,33,B-Group (Medium),B,1599
22269,24,32,B-Group (Medium),B,1600
22403,25,31,B-Group (Medium),C,1601
20765,26,30,B-Group (Medium),B,1602
20943,27,29,B-Group (Medium),C,1603
85114C,28,28,B-Group (Medium),B,1604
21803,29,27,B-Group (Medium),C,1605
90062,30,26,B-Group (Medium),B,1606
20738,31,25,B-Group (Medium),B,1607
85170A,32,24,B-Group (Medium),B,1608
20761,33,23,B-Group (Medium),B,1609
22547,34,22,B-Group (Medium),C,1610
22664,35,21,B-Group (Medium),B,1611
84795A,36,20,B-Group (Medium),B,1612
22034,37,19,B-Group (Medium),C,1613
35647,38,18,B-Group (Medium),B,1614
22232,39,17,B-Group (Medium),B,1615
21051,40,16,B-Group (Medium),B,1616
21895,41,15,B-Group (Medium),B,1617
21821,42,14,B-Group (Medium),B,1618
21468,43,13,B-Group (Medium),B,1619
47591A,44,12,B-Group (Medium),C,1620
21681,45,11,B-Group (Medium),B,1621
22143,46,10,B-Group (Medium),B,1622
20950,47,9,B-Group (Medium),C,1623
21360,48,8,B-Group (Medium),A,1624
21060,49,7,B-Group (Medium),C,1625
22279,0,57,B-Group (Medium),B,1626
51014L,1,56,B-Group (Medium),B,1627
21199,2,55,B-Group (Medium),B,1628
21873,3,54,B-Group (Medium),C,1629
20762,4,53,B-Group (Medium),B,1630
22266,5,52,B-Group (Medium),C,1631
22420,6,51,B-Group (Medium),C,1632
21719,7,50,B-Group (Medium),C,1633
21219,8,49,B-Group (Medium),B,1634
21518,9,48,B-Group (Medium),C,1635
17165D,10,47,B-Group (Medium),C,1636
21845,11,46,B-Group (Medium),B,1637
17084N,12,45,B-Group (Medium),C,1638
21016,13,44,B-Group (Medium),C,1639
35972,14,43,B-Group (Medium),C,1640
21812,15,42,B-Group (Medium),B,1641
21066,16,41,B-Group (Medium),B,1642
21688,17,40,B-Group (Medium),B,1643
21004,18,39,B-Group (Medium),B,1644
22256,19,38,B-Group (Medium),B,1645
79190B,20,37,B-Group (Medium),C,1646
21424,21,36,B-Group (Medium),B,1647
35001G,22,35,B-Group (Medium),B,1648
22428,23,34,B-Group (Medium),B,1649
21473,24,33,B-Group (Medium),A,1650
35981C,25,32,B-Group (Medium),C,1651
21796,26,31,B-Group (Medium),A,1652
22264,27,30,B-Group (Medium),C,1653
21723,28,29,B-Group (Medium),C,1654
20832,29,28,B-Group (Medium),C,1655
21427,30,27,B-Group (Medium),B,1656
85164B,31,26,B-Group (Medium),B,1657
22642,32,25,B-Group (Medium),B,1658
21286,33,24,B-Group (Medium),B,1659
21794,34,23,B-Group (Medium),B,1660
21205,35,22,B-Group (Medium),B,1661
21740,36,21,B-Group (Medium),B,1662
84352,37,20,B-Group (Medium),B,1663
84789,38,19,B-Group (Medium),B,1664
21256,39,18,B-Group (Medium),C,1665
21659,40,17,B-Group (Medium),B,1666
20659,41,16,B-Group (Medium),C,1667
85177,42,15,B-Group (Medium),B,1668
21191,43,14,B-Group (Medium),B,1669
22247,44,13,B-Group (Medium),C,1670
22400,45,12,B-Group (Medium),B,1671
75013B,46,11,B-Group (Medium),C,1672
21441,47,10,B-Group (Medium),C,1673
17181,48,9,B-Group (Medium),B,1674
35958,49,8,B-Group (Medium),B,1675
21379,0,58,B-Group (Medium),C,1676
22695,1,57,B-Group (Medium),B,1677
21808,2,56,B-Group (Medium),B,1678
20986,3,55,B-Group (Medium),C,1679
84596J,4,54,B-Group (Medium),C,1680
84562A,5,53,B-Group (Medium),B,1681
85093,6,52,B-Group (Medium),B,1682
84686,7,51,B-Group (Medium),B,1683
84569D,8,50,B-Group (Medium),C,1684
85188B,9,49,B-Group (Medium),C,1685
84249D,10,48,B-Group (Medium),C,1686
10125,11,47,B-Group (Medium),B,1687
85189,12,46,B-Group (Medium),B,1688
21187,13,45,B-Group (Medium),B,1689
21550,14,44,B-Group (Medium),B,1690
84989B,15,43,B-Group (Medium),C,1691
20780,16,42,B-Group (Medium),B,1692
21991,17,41,B-Group (Medium),B,1693
21824,18,40,B-Group (Medium),B,1694
85188A,19,39,B-Group (Medium),C,1695
21391,20,38,B-Group (Medium),B,1696
21825,21,37,B-Group (Medium),B,1697
84918,22,36,B-Group (Medium),B,1698
21884,23,35,B-Group (Medium),C,1699
21282,24,34,B-Group (Medium),B,1700
22438,25,33,B-Group (Medium),B,1701
35095B,26,32,B-Group (Medium),C,1702
84968F,27,31,B-Group (Medium),B,1703
21425,28,30,B-Group (Medium),B,1704
72800F,29,29,B-Group (Medium),B,1705
20654,30,28,B-Group (Medium),C,1706
84678,31,27,B-Group (Medium),B,1707
77101A,32,26,B-Group (Medium),B,1708
22181,33,25,B-Group (Medium),B,1709
22248,34,24,B-Group (Medium),C,1710
85124B,35,23,B-Group (Medium),B,1711
21690,36,22,B-Group (Medium),B,1712
21629,37,21,B-Group (Medium),B,1713
21696,38,20,B-Group (Medium),B,1714
21536,39,19,B-Group (Medium),C,1715
20735,40,18,B-Group (Medium),B,1716
47585A,41,17,B-Group (Medium),B,1717
84797A,42,16,B-Group (Medium),A,1718
21792,43,15,B-Group (Medium),B,1719
37464,44,14,B-Group (Medium),C,1720
21017,45,13,B-Group (Medium),C,1721
79323G,46,12,B-Group (Medium),B,1722
84761,47,11,B-Group (Medium),B,1723
22679,48,10,B-Group (Medium),C,1724
22448,49,9,B-Group (Medium),B,1725
84688,0,59,B-Group (Medium),B,1726
20804,1,58,B-Group (Medium),C,1727
85131A,2,57,B-Group (Medium),C,1728
21555,3,56,B-Group (Medium),B,1729
22255,4,55,B-Group (Medium),C,1730
85117,5,54,B-Group (Medium),C,1731
85136C,6,53,B-Group (Medium),B,1732
84016,7,52,B-Group (Medium),A,1733
22042,8,51,B-Group (Medium),C,1734
20733,9,50,B-Group (Medium),C,1735
21476,10,49,B-Group (Medium),B,1736
21820,11,48,B-Group (Medium),B,1737
21627,12,47,B-Group (Medium),A,1738
90200C,13,46,B-Group (Medium),C,1739
21398,14,45,B-Group (Medium),B,1740
22031,15,44,B-Group (Medium),C,1741
15058A,16,43,B-Group (Medium),B,1742
21040,17,42,B-Group (Medium),B,1743
22288,18,41,B-Group (Medium),B,1744
22183,19,40,B-Group (Medium),B,1745
22683,20,39,B-Group (Medium),C,1746
21617,21,38,B-Group (Medium),B,1747
22166,22,37,B-Group (Medium),B,1748
40001,23,36,B-Group (Medium),B,1749
84675,24,35,B-Group (Medium),C,1750
17164B,25,34,B-Group (Medium),C,1751
22651,26,33,B-Group (Medium),C,1752
22316,27,32,B-Group (Medium),B,1753
21220,28,31,B-Group (Medium),C,1754
85118,29,30,B-Group (Medium),B,1755
21294,30,29,B-Group (Medium),B,1756
21732,31,28,B-Group (Medium),A,1757
84971L,32,27,B-Group (Medium),B,1758
90200D,33,26,B-Group (Medium),C,1759
47594B,34,25,B-Group (Medium),C,1760
84813,35,24,B-Group (Medium),B,1761
21849,36,23,B-Group (Medium),B,1762
46776F,37,22,B-Group (Medium),B,1763
21292,38,21,B-Group (Medium),B,1764
35969,39,20,B-Group (Medium),C,1765
85165,40,19,B-Group (Medium),B,1766
22338,41,18,B-Group (Medium),B,1767
22049,42,17,B-Group (Medium),C,1768
22471,43,16,B-Group (Medium),B,1769
22847,44,15,B-Group (Medium),A,1770
21705,45,14,B-Group (Medium),B,1771
22053,46,13,B-Group (Medium),C,1772
21160,47,12,B-Group (Medium),C,1773
22408,48,11,B-Group (Medium),B,1774
35095A,49,10,B-Group (Medium),C,1775
21810,0,60,B-Group (Medium),B,1776
20894,1,59,B-Group (Medium),B,1777
20854,2,58,B-Group (Medium),C,1778
21146,3,57,B-Group (Medium),B,1779
21195,4,56,B-Group (Medium),B,1780
21710,5,55,B-Group (Medium),B,1781
21454,6,54,B-Group (Medium),C,1782
79323B,7,53,B-Group (Medium),B,1783
20902,8,52,B-Group (Medium),B,1784
22313,9,51,B-Group (Medium),B,1785
21650,10,50,B-Group (Medium),C,1786
21693,11,49,B-Group (Medium),B,1787
20989,12,48,B-Group (Medium),B,1788
20622,13,47,B-Group (Medium),C,1789
17165B,14,46,B-Group (Medium),B,1790
47504G,15,45,B-Group (Medium),C,1791
22100,16,44,B-Group (Medium),C,1792
79323S,17,43,B-Group (Medium),A,1793
40046A,18,42,B-Group (Medium),C,1794
22899,19,41,B-Group (Medium),B,1795
21708,20,40,B-Group (Medium),B,1796
21809,21,39,B-Group (Medium),B,1797
84843,22,38,B-Group (Medium),B,1798
84968E,23,37,B-Group (Medium),A,1799
15058B,24,36,B-Group (Medium),B,1800
85194S,25,35,B-Group (Medium),C,1801
20857,26,34,B-Group (Medium),C,1802
62094B,27,33,B-Group (Medium),B,1803
20753,28,32,B-Group (Medium),C,1804
21090,29,31,B-Group (Medium),C,1805
21293,30,30,B-Group (Medium),C,1806
84796B,31,29,B-Group (Medium),A,1807
46776B,32,28,B-Group (Medium),B,1808
84218,33,27,B-Group (Medium),C,1809
22725,34,26,B-Group (Medium),B,1810
20783,35,25,B-Group (Medium),B,1811
21744,36,24,B-Group (Medium),B,1812
22280,37,23,B-Group (Medium),B,1813
84673B,38,22,B-Group (Medium),C,1814
84750B,39,21,B-Group (Medium),B,1815
85035C,40,20,B-Group (Medium),B,1816
16225,41,19,B-Group (Medium),C,1817
21490,42,18,B-Group (Medium),B,1818
22682,43,17,B-Group (Medium),C,1819
21307,44,16,B-Group (Medium),B,1820
47579,45,15,B-Group (Medium),C,1821
21739,46,14,B-Group (Medium),B,1822
37494A,47,13,B-Group (Medium),B,1823
21064,48,12,B-Group (Medium),A,1824
85197,49,11,B-Group (Medium),B,1825
47480,0,61,B-Group (Medium),B,1826
16168M,1,60,B-Group (Medium),C,1827
10123C,2,59,B-Group (Medium),C,1828
20618,3,58,B-Group (Medium),C,1829
22163,4,57,B-Group (Medium),B,1830
21253,5,56,B-Group (Medium),C,1831
21684,6,55,B-Group (Medium),B,1832
37441,7,54,B-Group (Medium),B,1833
72728,8,53,B-Group (Medium),C,1834
84674,9,52,B-Group (Medium),B,1835
21698,10,51,B-Group (Medium),C,1836
22742,11,50,B-Group (Medium),B,1837
22453,12,49,B-Group (Medium),B,1838
79190D,13,48,B-Group (Medium),C,1839
22233,14,47,B-Group (Medium),C,1840
20856,15,46,B-Group (Medium),C,1841
85018D,16,45,B-Group (Medium),B,1842
22258,17,44,B-Group (Medium),C,1843
22684,18,43,B-Group (Medium),C,1844
84902,19,42,B-Group (Medium),C,1845
22681,20,41,B-Group (Medium),C,1846
21402,21,40,B-Group (Medium),C,1847
20695,22,39,B-Group (Medium),C,1848
85053,23,38,B-Group (Medium),B,1849
44230,24,37,B-Group (Medium),A,1850
16011,25,36,B-Group (Medium),C,1851
16169N,26,35,B-Group (Medium),C,1852
84012,27,34,B-Group (Medium),B,1853
84815,28,33,B-Group (Medium),B,1854
21630,29,32,B-Group (Medium),B,1855
85185D,30,31,B-Group (Medium),C,1856
85035B,31,30,B-Group (Medium),B,1857
85173,32,29,B-Group (Medium),B,1858
21458,33,28,B-Group (Medium),C,1859
82616A,34,27,B-Group (Medium),B,1860
85121C,35,26,B-Group (Medium),B,1861
84797B,36,25,B-Group (Medium),A,1862
20901,37,24,B-Group (Medium),B,1863
84509c,38,23,B-Group (Medium),B,1864
72801D,39,22,B-Group (Medium),C,1865
21386,40,21,B-Group (Medium),C,1866
85045,41,20,B-Group (Medium),B,1867
22062,42,19,B-Group (Medium),C,1868
85183B,43,18,B-Group (Medium),B,1869
22673,44,17,B-Group (Medium),C,1870
85183A,45,16,B-Group (Medium),B,1871
21062,46,15,B-Group (Medium),C,1872
84673A,47,14,B-Group (Medium),C,1873
17091B,48,13,B-Group (Medium),C,1874
46775E,49,12,B-Group (Medium),B,1875
21144,0,62,B-Group (Medium),C,1876
21377,1,61,B-Group (Medium),C,1877
22905,2,60,B-Group (Medium),B,1878
84664,3,59,B-Group (Medium),B,1879
84510C,4,58,B-Group (Medium),C,1880
21709,5,57,B-Group (Medium),A,1881
22838,6,56,B-Group (Medium),B,1882
22685,7,55,B-Group (Medium),C,1883
72598,8,54,B-Group (Medium),C,1884
21412,9,53,B-Group (Medium),C,1885
21549,10,52,B-Group (Medium),B,1886
85169A,11,51,B-Group (Medium),C,1887
85103,12,50,B-Group (Medium),B,1888
22032,13,49,B-Group (Medium),C,1889
20782,14,48,B-Group (Medium),C,1890
21814,15,47,B-Group (Medium),C,1891
20617,16,46,B-Group (Medium),C,1892
20878,17,45,B-Group (Medium),B,1893
85025B,18,44,B-Group (Medium),C,1894
85222,19,43,B-Group (Medium),B,1895
18094C,20,42,B-Group (Medium),C,1896
22345,21,41,B-Group (Medium),C,1897
85090,22,40,B-Group (Medium),C,1898
20863,23,39,B-Group (Medium),B,1899
35004G,24,38,B-Group (Medium),B,1900
85084,25,37,B-Group (Medium),C,1901
84405A,26,36,B-Group (Medium),B,1902
22108,27,35,B-Group (Medium),C,1903
21628,28,34,B-Group (Medium),B,1904
71143,29,33,B-Group (Medium),C,1905
35096A,30,32,B-Group (Medium),C,1906
21620,31,31,B-Group (Medium),B,1907
46775D,32,30,B-Group (Medium),B,1908
84251F,33,29,B-Group (Medium),C,1909
22263,34,28,B-Group (Medium),C,1910
84682,35,27,B-Group (Medium),C,1911
21426,36,26,B-Group (Medium),B,1912
21641,37,25,B-Group (Medium),C,1913
21879,38,24,B-Group (Medium),C,1914
84341B,39,23,B-Group (Medium),C,1915
85170D,40,22,B-Group (Medium),C,1916
72023F,41,21,B-Group (Medium),B,1917
21130,42,20,B-Group (Medium),B,1918
72122,43,19,B-Group (Medium),C,1919
72815,44,18,B-Group (Medium),B,1920
15058C,45,17,B-Group (Medium),B,1921
20700,46,16,B-Group (Medium),B,1922
21695,47,15,B-Group (Medium),B,1923
84396,48,14,B-Group (Medium),B,1924
84029C,49,13,B-Group (Medium),B,1925
21222,0,63,B-Group (Medium),C,1926
79190A,1,62,B-Group (Medium),C,1927
21285,2,61,B-Group (Medium),B,1928
82011C,3,60,B-Group (Medium),C,1929
21850,4,59,B-Group (Medium),C,1930
20997,5,58,B-Group (Medium),C,1931
84762B,6,57,B-Group (Medium),B,1932
21455,7,56,B-Group (Medium),C,1933
85135A,8,55,B-Group (Medium),C,1934
21530,9,54,B-Group (Medium),C,1935
85113,10,53,B-Group (Medium),C,1936
79030G,11,52,B-Group (Medium),B,1937
21127,12,51,B-Group (Medium),B,1938
10134,13,50,B-Group (Medium),B,1939
90129A,14,49,B-Group (Medium),C,1940
22511,15,48,B-Group (Medium),C,1941
21538,16,47,B-Group (Medium),B,1942
85033S,17,46,B-Group (Medium),C,1943
85034A,18,45,B-Group (Medium),B,1944
72529W,19,44,B-Group (Medium),B,1945
20802,20,43,B-Group (Medium),C,1946
84795B,21,42,B-Group (Medium),B,1947
72803A,22,41,B-Group (Medium),B,1948
84356,23,40,B-Group (Medium),B,1949
35599D,24,39,B-Group (Medium),C,1950
22344,25,38,B-Group (Medium),C,1951
82616C,26,37,B-Group (Medium),C,1952
22096,27,36,B-Group (Medium),C,1953
85121B,28,35,B-Group (Medium),B,1954
84899F,29,34,B-Group (Medium),C,1955
22896,30,33,B-Group (Medium),B,1956
21378,31,32,B-Group (Medium),C,1957
21007,32,31,B-Group (Medium),B,1958
21352,33,30,B-Group (Medium),B,1959
22894,34,29,B-Group (Medium),B,1960
22116,35,28,B-Group (Medium),C,1961
21403,36,27,B-Group (Medium),C,1962
20855,37,26,B-Group (Medium),C,1963
75131,38,25,B-Group (Medium),B,1964
84660C,39,24,B-Group (Medium),C,1965
22446,40,23,B-Group (Medium),C,1966
47594A,41,22,B-Group (Medium),C,1967
21520,42,21,B-Group (Medium),C,1968
20707,43,20,B-Group (Medium),B,1969
22807,44,19,B-Group (Medium),B,1970
51008,45,18,B-Group (Medium),A,1971
85167B,46,17,B-Group (Medium),B,1972
79071B,47,16,B-Group (Medium),C,1973
21817,48,15,B-Group (Medium),C,1974
82585,49,14,B-Group (Medium),C,1975
72799F,0,64,B-Group (Medium),B,1976
21842,1,63,B-Group (Medium),B,1977
84968D,2,62,B-Group (Medium),A,1978
22890,3,61,B-Group (Medium),A,1979
21678,4,60,B-Group (Medium),C,1980
85162C,5,59,B-Group (Medium),B,1981
35991,6,58,B-Group (Medium),C,1982
22407,7,57,B-Group (Medium),C,1983
37508,8,56,B-Group (Medium),C,1984
84972L,9,55,B-Group (Medium),C,1985
21026,10,54,B-Group (Medium),C,1986
35653,11,53,B-Group (Medium),C,1987
21198,12,52,B-Group (Medium),C,1988
21813,13,51,B-Group (Medium),B,1989
72800A,14,50,B-Group (Medium),B,1990
84620,15,49,B-Group (Medium),B,1991
85096,16,48,B-Group (Medium),C,1992
72789,17,47,B-Group (Medium),C,1993
21134,18,46,B-Group (Medium),B,1994
35923,19,45,B-Group (Medium),C,1995
22043,20,44,B-Group (Medium),C,1996
16169P,21,43,B-Group (Medium),C,1997
90134,22,42,B-Group (Medium),C,1998
21417,23,41,B-Group (Medium),C,1999
85230F,24,40,B-Group (Medium),B,2000
21043,25,39,B-Group (Medium),B,2001
22686,26,38,B-Group (Medium),C,2002
22854,27,37,B-Group (Medium),B,2003
21664,28,36,B-Group (Medium),B,2004
85211,29,35,B-Group (Medium),C,2005
21477,30,34,B-Group (Medium),A,2006
72267,31,33,B-Group (Medium),C,2007
85204,32,32,B-Group (Medium),C,2008
90005A,33,31,B-Group (Medium),C,2009
22124,34,30,B-Group (Medium),C,2010
37476,35,29,B-Group (Medium),B,2011
21289,36,28,B-Group (Medium),B,2012
22337,37,27,B-Group (Medium),B,2013
20897,38,26,B-Group (Medium),C,2014
85179B,39,25,B-Group (Medium),B,2015
72801C,40,24,B-Group (Medium),C,2016
22609,41,23,B-Group (Medium),B,2017
84469,42,22,B-Group (Medium),A,2018
22389,43,21,B-Group (Medium),C,2019
37492B,44,20,B-Group (Medium),B,2020
22396,45,19,B-Group (Medium),B,2021
47310M,46,18,B-Group (Medium),C,2022
21185,47,17,B-Group (Medium),B,2023
